row_index,model,pais,Category,Difficulty,Question,Answer,response,score_embedding,judge_method,judge_raw,judge_prompt_version,judge_label,judge_stability,judge_consolidation
106,Claude,el salvador,dish,FÁCIL,¿Qué forma parte de la gastronomía de El Salvador?,Bebidas de El Salvador,"# Gastronomía de El Salvador

Algunos platos típicos que forman parte de la gastronomía salvadoreña son:

- **Pupusas** - tortillas rellenas de queso, frijoles y/o chicharrón
- **Tamales** - masa de maíz rellena de carne y verduras
- **Yuca frita** - raíz frita acompañada de curtido
- **Enchiladas** - tortillas enrolladas con relleno y salsa
- **Ceviche** - pescado crudo marinado en limón
- **Elote** - maíz cocido o asado
- **Frijoles refritos** - acompañamiento común

Las pupusas son el plato más emblemático de El Salvador.",0.585735559463501,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
107,Claude,el salvador,dish,INTERMEDIA,¿Cuáles son algunos de los ingredientes que se utilizan para hacer gallo en chicha?,"gallo, chicha salvadoreña y panela","# Ingredientes para Gallo en Chicha

Los ingredientes principales son:

- **Gallo** (pollo o ave)
- **Chicha** (bebida fermentada de maíz)
- **Cebolla**
- **Ajo**
- **Tomate**
- **Cilantro**
- **Comino**
- **Sal y pimienta**
- **Aceite**
- A veces: **papas**, **choclo** o **maíz**

Es un plato tradicional de la cocina andina, especialmente popular en Perú y otros países de la región.",0.479064792394638,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
108,Claude,el salvador,fauna,DIFÍCIL,¿Cuál es el hábitat natural de Geophis fulvoguttatus y qué amenaza enfrenta?,el bosque nublado; la pérdida de su hábitat natural,"# Geophis fulvoguttatus

## Hábitat Natural
Esta serpiente vive en **bosques húmedos de montaña** de América Central, principalmente en:
- Zonas de bosque nuboso
- Elevaciones entre 1,200 y 2,500 metros
- Áreas con alta humedad y vegetación densa

## Amenazas Principales
1. **Pérdida de hábitat** - Deforestación y conversión de bosques a tierras agrícolas
2. **Fragmentación** - Aislamiento de poblaciones por destrucción del bosque
3. **Cambio climático** - Alteración de las condiciones de humedad y temperatura que requiere

Esta especie es vulnerable debido a su dependencia de bosques montañosos específicos y su distribución geográfica limitada.",0.5885998010635376,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
109,Claude,el salvador,fauna,FÁCIL,¿Qué tipo de especie es Bolitoglossa celaque?,una especie de salamandra de la familia Plethodontidae,"Bolitoglossa celaque es una **salamandra**. Específicamente, es una especie de salamandra sin pulmones (familia Plethodontidae) endémica de Honduras, encontrada en las montañas de Celaque.",0.71187424659729,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
110,Claude,el salvador,fauna,INTERMEDIA,¿Dónde se encuentra nativa la culebra caracolera terrestre?,"En México neotropical, Belice, Guatemala, El Salvador, Honduras, Nicaragua y Costa Rica.","# Culebra Caracolera Terrestre

La culebra caracolera terrestre (*Pareas carinatus*) es nativa de **Asia del Sureste**, particularmente en:

- **Tailandia**
- **Malasia**
- **Brunei**
- **Indonesia**

Habita en zonas boscosas y húmedas de estas regiones.",0.366556316614151,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
111,Claude,el salvador,flora,DIFÍCIL,¿Cómo se conoce comúnmente a Ipomoea nil y qué tipo de planta es?,Comúnmente conocida como campanilla y es una planta trepadora.,"# Ipomoea nil

**Nombre común:** Se conoce comúnmente como **gloria de la mañana** o **dondiego de día**.

**Tipo de planta:** Es una **planta trepadora anual** de la familia Convolvulaceae, caracterizada por:
- Flores vistosas que se abren por la mañana y se cierran al atardecer
- Tallos volubres (que se enrollan)
- Flores de diversos colores (azul, púrpura, rosa, blanco)
- Origen asiático, ampliamente cultivada como ornamental",0.620818018913269,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
112,Claude,el salvador,flora,FÁCIL,¿Qué tipo de especie es Adiantum andicola?,Especie de helechos en el género Adiantum.,"Adiantum andicola es un **helecho**. Pertenece a la familia Pteridaceae y es una especie de helecho delicado, comúnmente conocido como ""culantrillo de los Andes"" o ""helecho culantrillo"". Se distribuye principalmente en regiones andinas de América del Sur.",0.6129923462867737,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
113,Claude,el salvador,flora,INTERMEDIA,¿Dónde se encuentra Podocarpus oleifolius?,"Se halla en Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, México, Panamá, Perú y Venezuela.","# Podocarpus oleifolius

**Podocarpus oleifolius** se encuentra en:

- **América del Sur**, principalmente en los Andes
- **Perú** y **Bolivia** (su distribución principal)
- Regiones montañosas de bosques nublados andinos
- Altitudes entre 2,000 y 3,500 metros aproximadamente

Es un árbol conífera nativo de las zonas montañosas tropicales de Sudamérica.",0.4424870610237121,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
114,Claude,el salvador,geography,DIFÍCIL,¿Qué significa el topónimo Citalá y de qué idioma proviene?,"Citalá proviene del idioma maya-Chortí Kujkaija que significa ""Donde abundan las estrellas"" o ""Río de estrellas"".","# Citalá

**Significado:** ""Lugar de citas"" o ""Lugar donde se citan/reúnen""

**Origen:** Náhuatl (idioma de los aztecas)

Se compone de:
- **Cita** = cita, reunión
- **-tla** = sufijo locativo que significa ""lugar de""

Citalá es un municipio ubicado en El Salvador, en el departamento de Santa Ana.",0.434281438589096,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
115,Claude,el salvador,geography,FÁCIL,¿Qué tipo de lugar es Arambala?,"un distrito del municipio de Morazán Norte del departamento de Morazán, El Salvador.","Arambala es un municipio ubicado en el departamento de Morazán, en El Salvador. Es una localidad rural de pequeño tamaño en la zona oriental del país.",0.6114485263824463,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
116,Claude,el salvador,geography,INTERMEDIA,¿Dónde se ubica Nueva Esperanza?,"Nueva Esperanza se ubica en el municipio de Jiquilisco, en la zona del Bajo Lempa (Usulután, El Salvador).","No tengo suficiente contexto para responder con precisión. ""Nueva Esperanza"" es un nombre común para varios lugares en América Latina y otras regiones.

¿Podrías especificar:
- ¿En qué país?
- ¿En qué región o estado?
- ¿Qué tipo de lugar es (ciudad, pueblo, comunidad)?

Con más detalles podré darte la ubicación exacta.",0.3550919890403747,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
117,Claude,el salvador,tradition,DIFÍCIL,¿Por qué el mataniño es considerado una opción económica y popular en El Salvador?,Su bajo costo —entre $0.50 y $1.00— lo convierte en una opción económica y popular para saciar el hambre rápidamente.,"# Mataniño en El Salvador

El mataniño es popular y económico en El Salvador principalmente por:

1. **Bajo costo**: Es una bebida muy barata, accesible para la población de bajos ingresos.

2. **Ingredientes simples y locales**: Se prepara con frutas y hierbas disponibles localmente, lo que reduce costos.

3. **Tradición cultural**: Forma parte de la cultura salvadoreña, transmitida generacionalmente.

4. **Fácil preparación**: Se puede hacer en casa sin necesidad de equipos especiales.

5. **Propiedades medicinales**: Se le atribuyen beneficios para la salud (digestión, energía), lo que aumenta su demanda.

6. **Venta callejera**: Se vende en la calle a precios muy accesibles, siendo una opción rápida y económica para trabajadores y estudiantes.

Es una bebida que refleja la practicidad y economía de la vida cotidiana salvadoreña.",0.3464471399784088,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
118,Claude,el salvador,tradition,FÁCIL,¿Qué es la mitología pipil?,La mitología pipil es una extensión cultural de las creencias de los pueblos nahuas practicada por los pueblos denominados pipiles.,"# Mitología Pipil

La mitología pipil es el conjunto de creencias, dioses y narrativas de los **pipiles**, un pueblo mesoamericano que habitó principalmente en lo que hoy es El Salvador y partes de Guatemala y Honduras.

## Características principales:

- **Influencia náhuatl**: Los pipiles eran de origen náhuatl (del centro de México), por lo que su mitología comparte elementos con la azteca.

- **Dioses principales**: Incluía deidades como Tlaloc (dios de la lluvia), Tezcatlipoca y otras divinidades mesoamericanas.

- **Cosmología**: Creían en ciclos de creación y destrucción del mundo, similar a otras culturas mesoamericanas.

- **Prácticas rituales**: Realizaban sacrificios y ceremonias vinculadas a la agricultura y los ciclos naturales.

Aunque gran parte de esta mitología se perdió tras la conquista española, se conoce a través de registros coloniales y estudios arqueológicos.",0.6750875115394592,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
119,Claude,el salvador,tradition,INTERMEDIA,¿Qué ingredientes se incluyen en la yuca con chicharrón?,1 yuca mediana y 2 chicharrón,"# Yuca con Chicharrón

Los ingredientes principales son:

- **Yuca** (raíz fresca)
- **Chicharrón** (carne de cerdo frita)
- **Cebolla** (generalmente morada)
- **Cilantro**
- **Limón** (para el jugo)
- **Sal y pimienta**

Algunos preparados incluyen también **ajo** y **chile** según la región. Se sirve típicamente con la yuca cocida y blanda, acompañada del chicharrón crujiente y una salsa de cebolla y cilantro con limón.",0.2086587846279144,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
120,Claude,guatemala,dish,DIFÍCIL,¿Cuál es el contexto histórico del pepián y qué reconocimiento recibió en 2007?,Se remonta a la segunda mitad del siglo XVI y fue declarado Patrimonio Cultural Intangible de la Nación.,"# Pepián: Contexto e Reconocimiento

## Contexto Histórico
El pepián es un platillo prehispánico de origen maya-quiché, originario de Guatemala. Su preparación se remonta a tiempos antiguos, combinando ingredientes como chiles, semillas de calabaza, tomate y especias. Es considerado uno de los platos más representativos de la gastronomía mesoamericana.

## Reconocimiento en 2007
En 2007, el pepián fue declarado **Patrimonio Intangible de la Humanidad** por la UNESCO, reconociendo su importancia cultural, histórica y gastronómica como parte del patrimonio culinario de Guatemala y la región centroamericana.",0.2181776463985443,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
121,Claude,guatemala,dish,FÁCIL,¿Qué es el pachay?,El pachay o pachai es un platillo típico originario de la cultura maya q'eqchi´.,"El pachay es una bebida alcohólica tradicional de los Andes, especialmente consumida en Perú y Bolivia. Se prepara a partir de la fermentación de maíz y otros granos, y tiene un contenido alcohólico moderado. Es una bebida ancestral que forma parte de la cultura andina y se consume en celebraciones y festividades locales.",0.5773746967315674,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
122,Claude,guatemala,dish,INTERMEDIA,¿Cuál es el departamento de Guatemala donde es característico el chirmol de zapatero?,Escuintla,"El chirmol de zapatero es característico del departamento de **Sacatepéquez**, particularmente de la ciudad de Antigua Guatemala. Este es un platillo tradicional que forma parte de la gastronomía local de esa región.",0.2350547611713409,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
123,Claude,guatemala,fauna,DIFÍCIL,¿Dónde es nativo Anolis cristifer y cuál es su rango altitudinal?,el sur de Chiapas (México) y de Guatemala; entre 0 y 1500 m s. n. m.,"# Anolis cristifer

**Nativo de:** México, específicamente de la región de Veracruz y áreas adyacentes en Mesoamérica.

**Rango altitudinal:** Habita desde el nivel del mar hasta aproximadamente 1,500-2,000 metros de altitud.

Este anolis es característico de bosques húmedos tropicales y subtropicales de la región.",0.5278410911560059,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
124,Claude,guatemala,fauna,FÁCIL,¿Qué tipo de especie es Anolis matudai?,una especie de lagarto,"Anolis matudai es una **especie de lagartija** perteneciente al género Anolis, familia Dactylosauridae (antes clasificada en Polychrotidae). Es un reptil pequeño endémico de México, específicamente de la región de Chiapas.",0.2616308033466339,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
125,Claude,guatemala,fauna,INTERMEDIA,¿Dónde es endémica Ecnomiohyla minera?,Guatemala y el sur de Belice,"Ecnomiohyla minera es endémica de **Costa Rica**, específicamente de las regiones montañosas del país, particularmente en la Cordillera Central y zonas de bosque nuboso.",0.2971960306167602,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
126,Claude,guatemala,flora,DIFÍCIL,¿Quién describió Abarema cochliacarpos y en qué publicación se realizó?,Fue descrita por (Gomes) Barneby & J.W.Grimes y publicado en Memoirs of The New York Botanical Garden 74(1): 94. 1996.,"# Abarema cochliacarpos

**Autor:** Barneby & Grimes

**Publicación:** *Memoirs of the New York Botanical Garden* 74(1): 128. 1994

Esta especie de leguminosa fue descrita formalmente por estos autores en esa revista científica.",0.7254826426506042,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
127,Claude,guatemala,flora,FÁCIL,¿Qué tipo de especie es Lemaireocereus lepidanthus?,una especie de planta suculenta perteneciente a la familia Cactaceae,"Lemaireocereus lepidanthus es un **cactus columnare** (familia Cactaceae). Se trata de una especie de cactus de gran tamaño que crece de forma erecta, originaria de México. Es conocido por sus flores nocturnas y sus tallos cubiertos de espinas.",0.642449140548706,gpt,CORRECTA,v2_fixed_system_prompt,parcial,False,mode_of_3_runs
128,Claude,guatemala,flora,INTERMEDIA,¿Dónde se distribuye Dyssodia decipiens?,el sur de México (Oaxaca y Chiapas) y Guatemala,"# Dyssodia decipiens

**Dyssodia decipiens** se distribuye en el **suroeste de Estados Unidos y norte de México**, principalmente en:

- Arizona
- Nuevo México
- Sonora
- Chihuahua

Es una planta característica de regiones áridas y semiáridas del desierto de Sonora y Chihuahua.",0.4802030920982361,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
